Thresh,Lillia,Ivern,Riven,Gnar,Nidalee,Neeko,Shaco,Karthus,Draven,0
Janna,Akali,Chogath,Leona,Anivia,Zoe,Mordekaiser,Kayle,XinZhao,Rakan,0
Kled,Amumu,Zyra,Zeri,Volibear,Jinx,Neeko,Thresh,TwistedFate,MasterYi,0
Swain,MissFortune,Malphite,Veigar,Rakan,Singed,Caitlyn,Ezreal,Udyr,Pyke,0
MissFortune,Pyke,Garen,Veigar,Vi,Chogath,Sivir,Blitzcrank,Jayce,Rakan,0
Nami,Lucian,Shyvana,Shaco,Sivir,MissFortune,Irelia,JarvanIV,Veigar,Chogath,1
Akshan,Malphite,Shaco,Milio,Yasuo,Veigar,LeeSin,Galio,Xayah,Nidalee,1
Bard,Malphite,Lux,Brand,Annie,Zyra,AurelionSol,Nilah,Tristana,Rakan,0
Thresh,Pantheon,Hwei,Akshan,Nunu,Anivia,Vayne,JarvanIV,Lulu,Veigar,1
Akali,Jhin,Rumble,MissFortune,Jayce,Camille,Ekko,Aatrox,Morgana,Viktor,0
Rell,Jhin,Fizz,KSante,Viktor,Hwei,Neeko,Illaoi,MonkeyKing,MasterYi,1
Ziggs,Aatrox,Ezreal,Twitch,TwistedFate,Pyke,Veigar,Annie,Urgot,Alistar,0
Graves,Nautilus,Viktor,Gangplank,Samira,Xerath,Vi,KogMaw,Shen,MissFortune,1
Draven,Shen,Velkoz,Vayne,Nunu,TwistedFate,Yasuo,Garen,Xayah,Pantheon,1
Mordekaiser,Lucian,Seraphine,Xayah,Zilean,Janna,Chogath,Xerath,Orianna,Ahri,0
Tristana,TwistedFate,Brand,Zac,Volibear,Zeri,Vi,Chogath,Fizz,Swain,0
Draven,Morgana,AurelionSol,Kennen,Anivia,Veigar,Seraphine,Garen,Sivir,Zoe,0
Irelia,Nidalee,Singed,Xayah,Kaisa,Ekko,Milio,Braum,Karthus,Jinx,1
Veigar,Taric,Warwick,Varus,Amumu,Jhin,Singed,Teemo,Nidalee,Hwei,0
Illaoi,Thresh,Nunu,Naafiri,Poppy,Neeko,Galio,Kalista,Kassadin,Kled,1
Ezreal,Mordekaiser,Fizz,MasterYi,Shen,Garen,Lux,Velkoz,Tryndamere,Zeri,0
Xerath,Mordekaiser,Sett,Varus,Maokai,Malphite,Ekko,Corki,Kindred,Seraphine,0
Ahri,TahmKench,Vi,Varus,Lulu,Quinn,Leona,Samira,Fizz,FiddleSticks,1
Xerath,Nocturne,Kaisa,Kalista,Garen,Pyke,Galio,Darius,Malphite,Nautilus,0
Caitlyn,MasterYi,Lux,Malzahar,Velkoz,Taliyah,Hwei,Vex,MissFortune,Ornn,0
Ashe,Jinx,Camille,Maokai,Lissandra,AurelionSol,Pantheon,Corki,Volibear,Skarner,1
Sona,Jhin,Zed,Garen,Briar,TwistedFate,Samira,Zyra,Anivia,Vladimir,1
Viego,Lulu,Zoe,Ezreal,Draven,Cassiopeia,Kindred,Veigar,Urgot,Nautilus,1
Pyke,Hwei,Garen,Leblanc,Teemo,Lulu,Ahri,Poppy,Renekton,Anivia,1
Kayle,Annie,Ashe,Heimerdinger,RekSai,Swain,Ziggs,XinZhao,Velkoz,KSante,0
Brand,Garen,Vayne,Nautilus,Nidalee,Jax,Annie,Syndra,Xayah,Chogath,0
Ezreal,Zilean,Rell,Anivia,Teemo,Annie,Galio,Jayce,Veigar,Senna,1
Nidalee,Aatrox,Tristana,Blitzcrank,Rakan,Naafiri,Leblanc,Ahri,Syndra,Thresh,1
Nunu,Mordekaiser,Sett,Jhin,Velkoz,Kayle,Kassadin,Morgana,Pyke,Thresh,1
Nami,DrMundo,Sona,Nidalee,Poppy,AurelionSol,TahmKench,Lissandra,Evelynn,Rell,1
Skarner,Sylas,Zac,Ornn,Kassadin,Rengar,Lucian,Diana,Vayne,Ezreal,0
Mordekaiser,Kaisa,Fizz,Velkoz,Sivir,Vladimir,Aatrox,Leona,Ashe,Varus,1
Ekko,Viktor,Maokai,Kalista,Nami,Ornn,KogMaw,Vi,Aatrox,Corki,0
Vi,Hwei,MonkeyKing,Veigar,Tryndamere,Akali,Thresh,Kayn,JarvanIV,Varus,0
Vladimir,Tristana,Jhin,TwistedFate,Syndra,Ashe,Jayce,Thresh,Vayne,Maokai,1
AurelionSol,Ashe,Azir,Darius,Sivir,Kassadin,Warwick,Jhin,Zed,Vex,0
Jhin,Varus,Leblanc,Amumu,Hwei,Nasus,Akali,Evelynn,Ivern,Annie,1
Seraphine,Blitzcrank,Brand,Jhin,Nautilus,Nami,Sett,Braum,Soraka,MissFortune,0
MasterYi,Illaoi,Yuumi,Leona,LeeSin,Kayle,Blitzcrank,Varus,Lucian,Warwick,0
Teemo,Heimerdinger,Lillia,Nautilus,Rakan,Nidalee,Malphite,Thresh,Naafiri,Khazix,0
Rell,Ezreal,Yuumi,Mordekaiser,Vex,Thresh,Quinn,Irelia,Nami,Shyvana,0
Varus,Pantheon,Nocturne,Volibear,DrMundo,Kayle,Heimerdinger,Xerath,Kled,Ashe,1
Renata,FiddleSticks,Khazix,Syndra,MissFortune,Caitlyn,Maokai,Ziggs,Neeko,Heimerdinger,1
Ezreal,FiddleSticks,Elise,Velkoz,Kaisa,Renekton,Pyke,MissFortune,Xayah,Darius,1
Teemo,Lulu,Katarina,Warwick,Braum,Diana,Mordekaiser,Riven,Varus,Lucian,1
Nautilus,Tristana,Twitch,Caitlyn,Yuumi,Morgana,Sona,Vayne,Diana,Galio,1
Thresh,Ashe,JarvanIV,Xayah,Vi,TwistedFate,Blitzcrank,Lux,Ahri,Nunu,1
Veigar,Tristana,Nasus,Mordekaiser,Akali,Gragas,Shen,Poppy,Xayah,Yuumi,0
Draven,Sivir,Shaco,Fizz,Yone,Blitzcrank,Seraphine,Aphelios,Zoe,Soraka,1
Jinx,Ekko,Karthus,Caitlyn,Seraphine,Swain,Amumu,MonkeyKing,Akali,Ziggs,1
Urgot,Neeko,Riven,Karma,Leona,Lucian,Ahri,Ryze,TwistedFate,Soraka,0
LeeSin,Singed,Blitzcrank,Thresh,Rakan,Nami,Annie,Janna,Graves,Ashe,1
Rammus,Brand,Yuumi,Morgana,Kayle,Chogath,KogMaw,MasterYi,FiddleSticks,MissFortune,0
Ezreal,Renata,Akshan,Seraphine,KogMaw,Syndra,Yone,Soraka,Morgana,Diana,1
Garen,Teemo,Akshan,Briar,Naafiri,Sivir,Rengar,Viego,AurelionSol,FiddleSticks,1
Ahri,Mordekaiser,Gwen,Zyra,MasterYi,JarvanIV,Senna,Veigar,Malphite,TahmKench,0
Blitzcrank,Ahri,AurelionSol,Vex,MissFortune,Rell,Leona,Velkoz,Jinx,Amumu,0
Sion,Malzahar,MonkeyKing,Morgana,Shen,Vayne,Kaisa,Seraphine,Sylas,Darius,0
Nidalee,Viktor,Qiyana,Rammus,Lux,JarvanIV,Aphelios,Bard,Xayah,Seraphine,0
Karma,Sona,Malphite,Khazix,Tristana,Zoe,Kled,Jinx,LeeSin,Nidalee,0
Ryze,Taliyah,Viktor,Samira,Evelynn,Gwen,Thresh,Syndra,Draven,Akali,1
Zed,Lissandra,Amumu,MissFortune,Gangplank,Jinx,Nunu,Zoe,Jayce,Ryze,0
Rell,Lux,Fizz,Sett,Jinx,Kaisa,Renata,Shaco,Pyke,Kled,0
Lissandra,Lucian,Mordekaiser,Seraphine,FiddleSticks,Janna,MasterYi,Malphite,Cassiopeia,Nocturne,0
Varus,Nasus,Irelia,Fiora,Urgot,Ezreal,Blitzcrank,Nautilus,Shaco,KSante,0
Sett,Varus,Khazix,Pyke,Katarina,Braum,Azir,Fiora,Talon,Rammus,0
Yone,Lulu,Ahri,Orianna,Belveth,Akali,Amumu,Vladimir,Urgot,Zyra,0
Riven,Renekton,Nocturne,Malphite,Cassiopeia,Tristana,Thresh,MissFortune,Rammus,Nunu,0
Soraka,Fiora,Nidalee,Caitlyn,Jax,Zoe,Senna,Evelynn,Chogath,Lux,1
Sona,Amumu,Sivir,Jayce,Hwei,Leona,Kayn,Lissandra,Janna,Lillia,0
Taric,Ashe,Janna,Twitch,Akali,Singed,Annie,MasterYi,Kaisa,Kalista,0
Sona,Nautilus,Katarina,Lux,Lulu,Lucian,Nunu,Jinx,Gangplank,MasterYi,0
Jax,Singed,KogMaw,Senna,Talon,Janna,Ezreal,Ziggs,Kindred,Ivern,1
Cassiopeia,Sion,Annie,Nasus,Anivia,Amumu,Jinx,Illaoi,Pyke,Jayce,0
Nami,Aatrox,Darius,Vex,Braum,Nunu,Ezreal,Nidalee,Senna,Amumu,1
Caitlyn,Renata,Skarner,Maokai,Jax,Lillia,Lucian,Syndra,Velkoz,Blitzcrank,0
FiddleSticks,Jinx,Veigar,Sylas,Twitch,Ryze,Karma,Morgana,Brand,Tryndamere,0
Syndra,Singed,Nocturne,Sivir,Zed,Jinx,Nami,MasterYi,Jayce,MissFortune,1
Nidalee,Renata,Velkoz,Graves,Nautilus,Ashe,Janna,Jhin,JarvanIV,Caitlyn,0
MissFortune,Lulu,MasterYi,Nautilus,Kaisa,Azir,Galio,Quinn,Poppy,Sivir,1
Varus,Pyke,Rumble,FiddleSticks,Nidalee,Aphelios,Twitch,Jhin,Syndra,Vayne,1
Blitzcrank,Sona,Heimerdinger,Volibear,Yone,Neeko,Veigar,MonkeyKing,MasterYi,Annie,0
JarvanIV,Draven,Ahri,Nautilus,Lissandra,Nasus,Kaisa,Varus,Brand,Teemo,0
Hwei,Morgana,Milio,Thresh,Galio,DrMundo,Draven,Katarina,Vi,Sett,0
Kaisa,Heimerdinger,TwistedFate,Kayn,Sett,Akshan,Orianna,Nocturne,Yasuo,Ashe,0
Veigar,Lucian,FiddleSticks,Ornn,Yorick,Sona,Nunu,Renekton,Teemo,Soraka,0
Tristana,Xerath,Mordekaiser,Ahri,Braum,Ezreal,Zed,MonkeyKing,Maokai,Ryze,0
Zilean,Janna,Maokai,Draven,Xerath,Vi,FiddleSticks,Neeko,Ezreal,Sivir,1
Lulu,Zed,Leona,Alistar,Karma,Soraka,Aatrox,LeeSin,Morgana,Quinn,0
Urgot,Samira,Nidalee,Rumble,Nami,Skarner,Zoe,Pyke,Maokai,Ezreal,1
Yasuo,Malzahar,Caitlyn,Samira,Velkoz,Ahri,Neeko,Varus,Aatrox,Ziggs,0
Lillia,Nidalee,Senna,Jhin,Neeko,Garen,Fizz,Anivia,Morgana,Xerath,0
Jayce,Aphelios,Corki,DrMundo,Katarina,XinZhao,JarvanIV,Elise,Velkoz,Fizz,1
Nunu,Ryze,Thresh,Ahri,Kayn,Malphite,Evelynn,Taliyah,Zeri,Nami,1
Xerath,Sivir,Diana,Xayah,Thresh,Kennen,Morgana,Lux,Fizz,Tristana,1
Maokai,Ezreal,Kalista,JarvanIV,Morgana,Illaoi,Xerath,Jinx,Zyra,Neeko,1
Quinn,Nidalee,Kennen,Karma,Pyke,Sivir,Brand,Anivia,Xayah,Ziggs,1
Sivir,MissFortune,Ahri,Velkoz,Brand,Samira,Renata,Twitch,Kayle,Ziggs,1
Thresh,Garen,Ezreal,KSante,Corki,Ashe,Hwei,Tristana,Yone,Kaisa,0
Sona,Quinn,Yone,Draven,Tristana,Sion,Rumble,Swain,Pyke,Malzahar,1
Teemo,Ezreal,Zilean,Renekton,Sivir,Karthus,Garen,Senna,Alistar,Neeko,1
Chogath,KogMaw,Garen,Nidalee,Vayne,Graves,Teemo,Qiyana,Briar,Brand,1
Annie,TwistedFate,Ashe,Zac,Graves,Darius,Leblanc,Orianna,Teemo,Fiora,0
Nocturne,Sona,Soraka,Qiyana,Nami,Blitzcrank,Kayn,Darius,Vex,Ezreal,1
Caitlyn,Milio,Renekton,Annie,Shaco,Fizz,Karma,MonkeyKing,MissFortune,Ahri,1
Mordekaiser,MissFortune,Lulu,Xayah,Shaco,Draven,Caitlyn,Briar,Nidalee,Ahri,1
Ashe,Talon,Lux,Xayah,Yone,Jayce,Jinx,Pantheon,Irelia,Kennen,1
Rengar,MasterYi,Jayce,Ekko,Sion,Teemo,Diana,Zyra,Nocturne,Volibear,0
TwistedFate,Ashe,Nunu,Tryndamere,Seraphine,Malphite,Kindred,Teemo,Xayah,Irelia,1
Hecarim,Nami,Vex,Tryndamere,Urgot,Thresh,Yasuo,Nidalee,Skarner,Darius,0
Braum,Darius,Tristana,Kassadin,Gragas,Shaco,Lulu,Katarina,Lucian,DrMundo,1
Mordekaiser,Lillia,Garen,Zilean,Akshan,Chogath,Morgana,MasterYi,Warwick,Belveth,0
Quinn,Katarina,Alistar,Hwei,Ashe,Yuumi,Kayle,Vayne,Mordekaiser,Malphite,1
Garen,Udyr,Bard,Syndra,Quinn,Trundle,Cassiopeia,Jax,Gangplank,Riven,0
Teemo,Trundle,Thresh,Kaisa,Quinn,Darius,Zac,Malphite,Annie,Mordekaiser,0
Cassiopeia,Mordekaiser,Jayce,Riven,Viego,Amumu,Gragas,Jhin,Braum,Shyvana,0
Lillia,Shaco,Soraka,Kindred,Lux,Illaoi,Tryndamere,Nunu,Morgana,Zilean,1
Talon,Orianna,Vi,Viego,Akali,Tryndamere,Seraphine,Karma,Twitch,Pyke,1
Renekton,Fiora,Soraka,Blitzcrank,Neeko,Xerath,Aphelios,Lux,Darius,Senna,0
Pantheon,Nilah,Seraphine,Velkoz,Blitzcrank,Maokai,Thresh,Jax,Khazix,Lissandra,0
Jhin,Nidalee,Malphite,Graves,Darius,Quinn,Kennen,Nunu,Diana,Tristana,1
Taric,Ornn,Jinx,Sona,XinZhao,Rammus,Vi,Lulu,Viktor,Urgot,0
Jinx,Ezreal,Lux,Yasuo,Mordekaiser,Malzahar,Renata,Varus,Aatrox,Zyra,1
Soraka,Warwick,Hecarim,Diana,Qiyana,Ziggs,Singed,TwistedFate,Taric,Kindred,1
DrMundo,Illaoi,TwistedFate,Rumble,Lucian,Jinx,JarvanIV,Milio,Yasuo,Pyke,1
Talon,Morgana,Riven,Singed,Karthus,Janna,Kassadin,Vayne,Belveth,Shaco,0
Warwick,Leblanc,Hwei,Sona,Nautilus,Jinx,Renekton,Kindred,Alistar,Khazix,0
Sona,Draven,Kennen,Ekko,Kaisa,Shaco,Nilah,Amumu,Anivia,Hwei,1
LeeSin,Nidalee,Chogath,Zeri,Orianna,Yorick,TahmKench,Seraphine,Leona,Heimerdinger,1
Ashe,Lulu,Ornn,Jinx,Mordekaiser,Sivir,Leblanc,Caitlyn,Lillia,Hecarim,1
Draven,FiddleSticks,Shen,Camille,Varus,Samira,Ziggs,Jax,Sion,Velkoz,0
Tristana,Lissandra,Azir,Volibear,MissFortune,Yorick,AurelionSol,Zac,Senna,Neeko,0
Leblanc,Mordekaiser,Jinx,Malphite,Skarner,Tristana,Renata,Ezreal,Sylas,Karma,1
Nautilus,Soraka,Jinx,Teemo,Ivern,Nunu,Ashe,Corki,Aatrox,Kindred,0
TwistedFate,Quinn,Ezreal,Ziggs,Seraphine,Nilah,Sejuani,Tristana,Velkoz,Vayne,1
Kennen,Kled,Lissandra,Yasuo,Velkoz,Ashe,Singed,Thresh,Anivia,Nidalee,1
Soraka,Diana,Chogath,DrMundo,Draven,Fizz,Mordekaiser,Hwei,MissFortune,Senna,0
Trundle,Viktor,Tristana,Khazix,Varus,Shaco,Ryze,Morgana,Fiora,LeeSin,1
Karma,Shen,Ashe,Varus,Velkoz,Skarner,Annie,Warwick,Syndra,Lissandra,0
Zed,Senna,KogMaw,Zac,Teemo,Vi,Varus,Nasus,Jax,Caitlyn,0
Karthus,Kindred,DrMundo,Soraka,Leblanc,Blitzcrank,Rumble,Zed,Fiora,Karma,0
Cassiopeia,Zoe,Katarina,Graves,Veigar,Thresh,Caitlyn,Sivir,Gangplank,Ezreal,0
Lissandra,Zeri,Karma,Xayah,Nasus,Singed,Akali,Thresh,Sona,Mordekaiser,0
Samira,Velkoz,Draven,Malphite,Caitlyn,Tristana,Darius,Orianna,MasterYi,Lux,1
Irelia,Zyra,Brand,AurelionSol,Leblanc,Vi,Mordekaiser,Twitch,Pantheon,Maokai,0
Pantheon,Kaisa,Malzahar,Gangplank,AurelionSol,Riven,Ashe,Swain,Zoe,Gwen,1
Morgana,Trundle,Belveth,Pyke,Nidalee,Velkoz,Warwick,Elise,Vi,Veigar,1
Garen,Brand,Urgot,Gragas,Senna,Zilean,Sett,Jinx,Ziggs,Seraphine,0
Blitzcrank,Maokai,Graves,Ziggs,Renata,Ahri,Draven,Annie,Garen,Ezreal,1
Sett,Briar,Nautilus,Tristana,Zilean,Amumu,Kaisa,Tryndamere,KogMaw,Malzahar,1
Anivia,Ekko,Singed,Kayn,Lucian,Leblanc,Gwen,Garen,Yone,Jhin,1
Nidalee,Hwei,Shaco,Lux,Rakan,Vex,Ashe,Caitlyn,Lucian,Vladimir,1
Vladimir,Aphelios,Maokai,Soraka,Viego,Twitch,Aatrox,Lissandra,Nidalee,Kennen,0
Soraka,Tristana,Garen,Pyke,Jhin,Urgot,Gwen,Ashe,Chogath,Malzahar,1
Velkoz,Karma,Shaco,Lux,XinZhao,Malphite,Vex,Garen,Zilean,Skarner,1
Caitlyn,Veigar,Zoe,Tristana,Senna,Nunu,Lulu,Lux,Lucian,Aatrox,0
Yone,Milio,Ashe,Pyke,Janna,Singed,Garen,Riven,Xayah,Ahri,0
Jayce,Morgana,AurelionSol,Brand,Pyke,Caitlyn,Bard,Pantheon,Karma,Gwen,1
Sivir,Shyvana,TwistedFate,Nautilus,Riven,Thresh,Twitch,Corki,Cassiopeia,Nunu,0
Heimerdinger,Kindred,Nunu,Nami,Velkoz,KogMaw,Nocturne,Caitlyn,Milio,Lux,0
Leona,Sylas,Yone,Elise,Hwei,Caitlyn,Soraka,Jinx,Swain,Azir,0
Heimerdinger,Tristana,Jhin,TwistedFate,Samira,Annie,Nocturne,Orianna,Pyke,Zilean,0
Zed,Ivern,AurelionSol,Cassiopeia,Yone,Jayce,DrMundo,Gragas,Fizz,Varus,1
Bard,Lissandra,Amumu,Janna,Sivir,Aatrox,MissFortune,Teemo,Gragas,Pantheon,0
JarvanIV,Nidalee,MissFortune,Orianna,MasterYi,Gragas,Olaf,Draven,Tristana,Zoe,0
Nautilus,Jinx,TahmKench,Xayah,Kennen,Maokai,Yasuo,Diana,Lulu,Lux,0
Blitzcrank,Maokai,Sivir,Velkoz,Lucian,Annie,Ashe,Twitch,Urgot,Sona,0
Lissandra,MissFortune,Khazix,Kennen,Malphite,Shaco,Karma,Varus,Lux,Nami,0
Morgana,Kayn,AurelionSol,Vex,Veigar,Quinn,Taric,Khazix,Xerath,Taliyah,0
Garen,Illaoi,Viktor,Khazix,Jinx,Tristana,Aatrox,Jhin,Diana,Azir,0
Jayce,Maokai,Leona,Sivir,Lucian,JarvanIV,Nilah,Garen,Zilean,Swain,1
Poppy,Yasuo,Velkoz,TwistedFate,Garen,Ziggs,Nami,Pantheon,Jinx,Sejuani,0
Jax,Hecarim,Orianna,Swain,Ashe,Seraphine,Udyr,Vayne,Vladimir,Hwei,0
Taric,Seraphine,Viktor,Orianna,Thresh,Ashe,Nidalee,Caitlyn,Xerath,Yasuo,1
Zed,KogMaw,Syndra,Taliyah,Fizz,Illaoi,Braum,Lissandra,Leblanc,Malzahar,1
Kalista,Ziggs,Zed,Senna,FiddleSticks,MasterYi,Olaf,Camille,Jinx,Morgana,1
Zeri,Zilean,Braum,Skarner,Jayce,Hwei,Shen,Zoe,Heimerdinger,Rammus,0
Kayle,Poppy,Bard,Lissandra,Twitch,Ezreal,LeeSin,Heimerdinger,Morgana,Draven,1
Annie,TwistedFate,Renata,Anivia,Lissandra,Nidalee,Zeri,Vladimir,Jax,Khazix,0
Akali,Leona,Brand,Sylas,JarvanIV,LeeSin,KogMaw,Kayle,Hwei,Azir,1
Amumu,Nunu,Khazix,Swain,Varus,Jax,Chogath,Karthus,Morgana,Pyke,1
Zed,Vayne,Kled,Heimerdinger,Vex,Nunu,Gragas,Taliyah,Xayah,Ryze,1
Brand,Amumu,Khazix,FiddleSticks,Pyke,Gragas,Vayne,Azir,Lissandra,KogMaw,1
LeeSin,MissFortune,Kennen,Sivir,Pantheon,Blitzcrank,Caitlyn,TwistedFate,Urgot,Rakan,1
Shen,Aatrox,Graves,Veigar,Viktor,Varus,Taric,Nami,Orianna,Annie,1
XinZhao,Lucian,Vex,MasterYi,TahmKench,Malphite,Velkoz,KogMaw,Orianna,Nautilus,1
Bard,Ekko,Lux,Akshan,Morgana,Zed,Blitzcrank,Ziggs,Azir,Elise,0
Sett,TwistedFate,Taliyah,Xayah,Renekton,Brand,Janna,Morgana,Kaisa,Singed,1
TwistedFate,Taric,Vayne,Sett,Galio,Zyra,Pantheon,Talon,Maokai,Chogath,0
Garen,Taliyah,Janna,Blitzcrank,MonkeyKing,KSante,Veigar,Gangplank,Zed,Ashe,0
Sona,Mordekaiser,Maokai,Kayle,Fizz,Graves,Skarner,Vayne,Kayn,Zilean,0
Chogath,Hwei,Lucian,Viego,Ahri,Morgana,Sivir,Sylas,Samira,AurelionSol,0
MissFortune,Rammus,Twitch,Xerath,Hwei,Jayce,Varus,Tristana,Vayne,Elise,0
Blitzcrank,Vladimir,Annie,Evelynn,Jinx,Ahri,Sett,Anivia,Pyke,Hwei,1
FiddleSticks,Caitlyn,Velkoz,Warwick,Karma,Zyra,LeeSin,Ashe,Kassadin,Hwei,1
Pantheon,Viktor,Pyke,Bard,Ziggs,Lissandra,FiddleSticks,Velkoz,Blitzcrank,Senna,0
Aatrox,DrMundo,Sivir,Bard,Shen,Kled,Teemo,Ahri,Urgot,Brand,1
Nautilus,Pyke,Gragas,Twitch,Nilah,Syndra,Fizz,Sett,Karma,Volibear,1
Jinx,Janna,JarvanIV,Blitzcrank,Thresh,Sett,Sylas,Ahri,Lux,LeeSin,1
Gwen,Lucian,Lulu,Rammus,Milio,Ezreal,Zeri,Sion,Seraphine,Mordekaiser,0
Illaoi,Jhin,Samira,Fizz,Velkoz,Leona,Rammus,Blitzcrank,Malphite,Draven,1
Viktor,Quinn,KogMaw,Varus,Shyvana,Seraphine,Zoe,Tryndamere,Anivia,Nami,0
Swain,Nasus,Ryze,Malphite,Belveth,Kayle,Milio,Jayce,Fizz,Thresh,1
LeeSin,Leona,Warwick,Mordekaiser,Draven,Malzahar,Lux,Yasuo,Nidalee,Vayne,1
Shyvana,Malphite,Jhin,MissFortune,Urgot,Karthus,Seraphine,Zed,Aatrox,Draven,0
Vayne,Pantheon,Brand,Veigar,Kayle,Zoe,Morgana,TwistedFate,Seraphine,Nocturne,0
MissFortune,Rumble,Shaco,Teemo,Tristana,Yorick,FiddleSticks,Malphite,Ashe,Seraphine,0
Lulu,Janna,Darius,Chogath,Zoe,Viktor,KogMaw,Akshan,Sejuani,LeeSin,1
Brand,Varus,Rumble,Yone,Akali,KogMaw,Zyra,Kayn,Illaoi,Sivir,0
TwistedFate,Vex,Skarner,Karma,Katarina,Ezreal,Brand,Viktor,Darius,Chogath,0
Senna,Ashe,Ahri,Renekton,Gangplank,Twitch,Akali,Kassadin,Illaoi,MissFortune,1
Veigar,Senna,Pantheon,Viego,Tristana,Ekko,Jhin,Lucian,Katarina,Hwei,0
Jhin,Kennen,Ahri,Xayah,Heimerdinger,Gragas,Orianna,Chogath,Leblanc,Hwei,1
Ahri,Trundle,MasterYi,Kayn,Orianna,Morgana,Draven,Nami,Leblanc,Diana,0
Ekko,Nasus,Ashe,Veigar,Velkoz,Jinx,Lux,Galio,Sion,Aatrox,1
Yorick,Akshan,Zed,Shyvana,Swain,Jayce,Nautilus,MasterYi,Heimerdinger,Viktor,1
Annie,Ezreal,MonkeyKing,Zed,Pantheon,TwistedFate,Milio,Galio,Veigar,Lucian,0
Skarner,Ahri,Hwei,Ekko,Lux,Brand,Shen,Milio,Draven,Kaisa,0
Chogath,TwistedFate,Brand,MissFortune,Pyke,Corki,Garen,Sivir,Lux,Senna,0
Kindred,Malphite,Xerath,Azir,Hwei,Galio,Sivir,Bard,Brand,Lillia,1
Xerath,TahmKench,Hwei,Seraphine,Pantheon,Sylas,Ziggs,Karma,Viktor,Malphite,0
Aatrox,Neeko,Sona,Varus,Renekton,Orianna,Kennen,Ryze,Rammus,Hwei,0
Aatrox,Ryze,DrMundo,Gnar,Chogath,Tristana,Jhin,Draven,Lulu,Nidalee,0
Nautilus,Xerath,Nasus,Fizz,Nami,Tristana,Veigar,Darius,Shaco,Bard,1
Heimerdinger,Pantheon,Shyvana,Ahri,Ivern,Diana,Malzahar,Draven,Sejuani,TahmKench,0
Hwei,RekSai,Lulu,Veigar,Karma,Taric,Senna,DrMundo,Leblanc,Malphite,0
Varus,Morgana,Riven,Neeko,Poppy,Ashe,Blitzcrank,Cassiopeia,Lissandra,DrMundo,1
Sona,Heimerdinger,Belveth,Shen,Orianna,Jhin,Nautilus,Xerath,Samira,Mordekaiser,0
Zed,Kayle,Sona,Mordekaiser,Ezreal,Katarina,Azir,Jhin,Nunu,Kaisa,1
Draven,Alistar,Nautilus,Maokai,Belveth,Ekko,Caitlyn,Lux,Xayah,Lucian,1
Akali,Maokai,Pantheon,Tristana,Ashe,Kayn,Annie,Azir,Lucian,Leblanc,0
MonkeyKing,Thresh,Tristana,Kennen,Diana,Karthus,Senna,Jinx,Corki,JarvanIV,0
Zilean,Malzahar,Leblanc,Zoe,LeeSin,Pantheon,Karma,Velkoz,Sett,Zed,0
Kayle,Shaco,Jhin,Xayah,Teemo,Aatrox,Braum,Pantheon,Akali,Nidalee,1
Hwei,TwistedFate,Morgana,Kayle,Chogath,Pantheon,Warwick,Ashe,KogMaw,Thresh,1
Tryndamere,Braum,Pantheon,Thresh,Annie,Zed,Warwick,Azir,Vladimir,MissFortune,0
Ezreal,Jinx,Urgot,Karma,Ekko,Lux,Twitch,Zed,Vladimir,MonkeyKing,0
Galio,Blitzcrank,Yorick,Heimerdinger,Zed,FiddleSticks,Khazix,Leblanc,Qiyana,Soraka,0
Morgana,Ezreal,JarvanIV,Malzahar,KogMaw,Leona,Nocturne,Darius,Lucian,Nautilus,0
Fizz,Malphite,TahmKench,Zed,Teemo,Shen,Yasuo,Galio,Tristana,Rakan,1
Jhin,Anivia,Blitzcrank,Hwei,Pyke,Malphite,Karthus,Kayle,Cassiopeia,Veigar,0
Malzahar,Pyke,Urgot,Janna,Jhin,Ashe,Braum,Kayle,Amumu,Graves,1
Teemo,Taliyah,Nilah,Kayn,Jinx,Ashe,Azir,Swain,Senna,Kayle,0
Jayce,Braum,Kaisa,MissFortune,Lissandra,Jhin,Zilean,Caitlyn,Nunu,Karma,0
Varus,Nocturne,Yone,Rumble,Velkoz,Gwen,Karma,KogMaw,Sion,Amumu,1
Seraphine,Ezreal,Sivir,Katarina,Vi,Milio,Brand,Lulu,Draven,Velkoz,1
Yuumi,Lillia,MissFortune,Senna,Karthus,Twitch,Ahri,Lucian,Xayah,Lux,0
Shaco,Sett,Heimerdinger,Aphelios,Ezreal,Morgana,Malphite,Kaisa,Kayle,Brand,1
Illaoi,Volibear,Gragas,Leona,Ashe,Urgot,Veigar,FiddleSticks,Teemo,Lux,1
Karma,Gnar,Volibear,MissFortune,Olaf,Nami,Janna,Kayle,TwistedFate,Annie,1
Veigar,Xerath,Skarner,Ornn,Heimerdinger,FiddleSticks,AurelionSol,MissFortune,MasterYi,Twitch,0
Vayne,Kayle,Nasus,Lucian,Rengar,FiddleSticks,Riven,DrMundo,Varus,Draven,1
Viego,Velkoz,Cassiopeia,Lux,JarvanIV,Skarner,Veigar,Garen,TwistedFate,Fizz,1
Talon,Yuumi,Zilean,Xayah,Thresh,Garen,Briar,Sejuani,Chogath,Kassadin,0
Vayne,Jax,Veigar,Lissandra,Maokai,Shaco,Ezreal,Ekko,Hwei,Teemo,0
Brand,MissFortune,Briar,Pyke,Katarina,Cassiopeia,Ziggs,Hwei,Nautilus,Braum,0
